customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group,value_at_risk,actionable_value_at_risk,priority_percentile,retention_priority,retention_rank
6656-JWRQX,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,No,0,57,5565,Attitude of support person,0.4282548088304837,0,Medium,3,Mid-Tenure Moderate-Risk,-0.8404774929256259,-3.57333266276358,Standard,2383.238011141642,2383.238011141642,0.8497799233281272,High,1059
2397-BRLOM,1,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,Male,Yes,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,1,100,3443,Don't know,0.6918298139637249,1,Medium,2,New High-Risk,-2.1547819388131773,-2.106617820810065,Standard,2381.970049477105,2381.970049477105,0.8496379383785319,High,1060
8806-EAGWC,1,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,78,5698,Network reliability,0.4178914557239876,0,Medium,2,New High-Risk,-0.5650304504034246,-3.2324689627602554,Standard,2381.1455147152815,2381.1455147152815,0.8494959534289366,High,1061
0480-BIXDE,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283,Female,No,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,0,66,3249,Attitude of support person,0.7326981766003797,1,High,2,New High-Risk,-2.203034224016232,-0.5411652899384973,High Risk,2380.5363757746336,2380.5363757746336,0.8493539684793412,High,1062
1976-CFOCS,1,United States,California,Dana Point,92629,"33.477923, -117.705314",33.477923,-117.705314,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,1,67,4531,Competitor had better devices,0.5253720524174986,1,Medium,2,New High-Risk,-1.3394746876078354,-3.554045276377938,Standard,2380.460769503686,2380.460769503686,0.8492119835297458,High,1063
2516-VQRRV,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,1,65,3350,Long distance charges,0.710563695897157,1,High,2,New High-Risk,-2.160552624046282,-3.707465488958065,High Risk,2380.388381255476,2380.388381255476,0.8490699985801505,High,1064
0354-WYROK,1,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,Female,Yes,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,1,98,4050,Don't know,0.5875368764124065,1,Medium,0,Established High-Value,-2.6017859061633604,0.5510931456102384,Standard,2379.5243494702463,2379.5243494702463,0.8489280136305551,High,1065
8258-GSTJK,1,United States,California,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,1,96,3128,Attitude of service provider,0.760640849236015,1,High,2,New High-Risk,-2.676938065404188,-3.761732460004089,High Risk,2379.284576410255,2379.284576410255,0.8487860286809599,High,1066
1393-IMKZG,1,United States,California,Fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,0,23,3270,Attitude of support person,0.7272568643139953,1,High,2,New High-Risk,-1.9826814600765408,-1.9212394473296943,High Risk,2378.1299463067644,2378.1299463067644,0.8486440437313645,High,1067
4817-VYYWS,1,United States,California,Silverado,92676,"33.782346, -117.635263",33.782346,-117.635263,Female,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,1,90,3598,Service dissatisfaction,0.6607374399507814,1,Medium,2,New High-Risk,-2.7214291540065805,-0.5157004484102765,Standard,2377.3333089429116,2377.3333089429116,0.8485020587817691,High,1068
4998-IKFSE,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,Female,No,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No,0,32,3936,Attitude of support person,0.6039624426824224,1,Medium,2,New High-Risk,-2.231993444617064,-0.296445612470783,Standard,2377.1961743980146,2377.1961743980146,0.8483600738321738,High,1069
0661-XEYAN,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,1,97,3884,Competitor offered more data,0.6117696518463587,1,Medium,3,Mid-Tenure Moderate-Risk,-1.853038191482412,-4.732156357814897,Standard,2376.113327771257,2376.113327771257,0.8482180888825784,High,1070
6710-HSJRD,1,United States,California,Newport Coast,92657,"33.603282, -117.821841",33.603282,-117.821841,Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,0,64,5239,Attitude of support person,0.4527155656077632,0,Medium,0,Established High-Value,-2.949419154214538,3.198953218604345,Standard,2371.7768482190713,2371.7768482190713,0.848076103932983,High,1071
6851-WEFYX,1,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,Male,Yes,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,0,38,3318,Attitude of support person,0.714799827209093,1,High,2,New High-Risk,-3.1867186636398737,0.4118463422927981,High Risk,2371.7058266797703,2371.7058266797703,0.8479341189833878,High,1072
7831-QGOXH,1,United States,California,Blue Lake,95525,"40.94338, -123.831799",40.94338,-123.831799,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,1,77,3326,Don't know,0.7128140480094669,1,High,2,New High-Risk,-2.465056311501832,-2.451905020898361,High Risk,2370.819523679487,2370.819523679487,0.8477921340337924,High,1073
7798-JVXYM,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,No,0,69,5351,Attitude of support person,0.4428608039486656,0,Medium,2,New High-Risk,-1.675442785202077,-1.5423031383847128,Standard,2369.74816192931,2369.74816192931,0.8476501490841971,High,1074
7895-VONWT,1,United States,California,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,Female,No,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,No,0,46,4284,Attitude of support person,0.552766605238236,1,Medium,3,Mid-Tenure Moderate-Risk,-2.310802700228355,-1.6911873099078951,Standard,2368.052136840603,2368.052136840603,0.8475081641346017,High,1075
3235-ETOOB,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873,-116.906774,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,1,88,3683,Competitor offered higher download speeds,0.6429363669224282,1,Medium,2,New High-Risk,-1.699771589753125,-2.5484803304249666,Standard,2367.934639375303,2367.934639375303,0.8473661791850063,High,1076
4690-PKDQG,1,United States,California,San Diego,92102,"32.716007, -117.117462",32.716007,-117.117462,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,No,0,26,4121,Attitude of support person,0.5740786161820725,1,Medium,0,Established High-Value,-3.089409417456301,0.6316015400197161,Standard,2365.7779772863205,2365.7779772863205,0.8472241942354111,High,1077
6543-XRMYR,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,69,3548,Product dissatisfaction,0.6664883809453447,1,Medium,2,New High-Risk,-3.146409458793796,-0.6413184396057406,Standard,2364.700775594083,2364.700775594083,0.8470822092858157,High,1078
2080-GKCWQ,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,0,76,3969,Attitude of support person,0.5956791385288145,1,Medium,2,New High-Risk,-1.288415312422548,-3.3930709444635285,Standard,2364.2505008208645,2364.2505008208645,0.8469402243362204,High,1079
8854-CCVSQ,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,95,3788,Competitor offered more data,0.6237557964612805,1,Medium,2,New High-Risk,-2.3357589294380405,-2.4480336805196456,Standard,2362.786956995331,2362.786956995331,0.846798239386625,High,1080
4201-JMNGR,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Female,Yes,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,Yes,1,87,5527,Service dissatisfaction,0.4274215715847549,0,Medium,2,New High-Risk,-1.7688622975214583,-2.7383867197852405,Standard,2362.3590261489403,2362.3590261489403,0.8466562544370296,High,1081
5828-AVIPD,1,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,1,73,4072,Don't know,0.5797090483942883,1,Medium,0,Established High-Value,-2.375553324216112,0.9295513334026552,Standard,2360.575245061542,2360.575245061542,0.8465142694874344,High,1082
2187-LZGPL,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,68,4414,Attitude of service provider,0.5347777332169784,1,Medium,3,Mid-Tenure Moderate-Risk,-1.879809794020574,-2.4604294858375884,Standard,2360.5089144197427,2360.5089144197427,0.846372284537839,High,1083
3317-HRTNN,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,Female,Yes,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,1,73,3561,Competitor offered higher download speeds,0.6628644111151616,1,Medium,3,Mid-Tenure Moderate-Risk,-2.155378359101308,-3.133902519305671,Standard,2360.4601679810903,2360.4601679810903,0.8462302995882437,High,1084
2038-OEQZH,1,United States,California,Menifee,92584,"33.653338, -117.178271",33.653338,-117.178271,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,0,55,3653,Attitude of support person,0.6461268518967009,1,Medium,2,New High-Risk,-1.4588383827971532,-2.471533802429849,Standard,2360.3013899786483,2360.3013899786483,0.8460883146386483,High,1085
5442-XSDCW,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.178337,-120.162806,Male,No,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,1,68,3469,Extra data charges,0.6799261213581956,1,Medium,2,New High-Risk,-1.7401847621821058,-1.917361295201164,Standard,2358.6637149915805,2358.6637149915805,0.8459463296890529,High,1086
4993-JCRGJ,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,0,66,5471,Attitude of support person,0.4308967154480644,0,Medium,2,New High-Risk,-1.80407066840504,-1.0494768180870533,Standard,2357.4359302163602,2357.4359302163602,0.8458043447394576,High,1087
2929-ERCFZ,1,United States,California,Independence,93526,"36.869584, -118.189241",36.869584,-118.189241,Female,No,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3,Yes,1,80,2939,Competitor offered more data,0.8020709485727124,1,High,2,New High-Risk,-2.1175040994814864,-0.8801913074736611,High Risk,2357.286517855202,2357.286517855202,0.8456623597898623,High,1088
9445-SZLCH,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417,Female,No,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes,1,86,4544,Limited range of services,0.5184357094263612,1,Medium,0,Established High-Value,-2.4237727510616898,1.1497663110966907,Standard,2355.7718636333852,2355.7718636333852,0.845520374840267,High,1089
7508-SMHXL,1,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,0,77,4452,Attitude of support person,0.5289963550907512,1,Medium,2,New High-Risk,-2.1617904409717066,-1.2249682237761772,Standard,2355.0917728640243,2355.0917728640243,0.8453783898906716,High,1090
3074-GQWYX,1,United States,California,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,87,3520,Competitor offered higher download speeds,0.6686760746044971,1,Medium,2,New High-Risk,-2.027216815512505,-3.06714583444798,Standard,2353.7397826078295,2353.7397826078295,0.8452364049410762,High,1091
7595-EUIVN,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,1,70,3940,Network reliability,0.597322817513965,1,Medium,2,New High-Risk,-1.2900273581569563,-3.417398554664848,Standard,2353.451901005022,2353.451901005022,0.8450944199914809,High,1092
7594-RQHXR,1,United States,California,Covina,91722,"34.097345, -117.906736",34.097345,-117.906736,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Yes,1,94,3108,Deceased,0.7569009642354776,1,High,2,New High-Risk,-1.912442407072524,-3.523215439574677,High Risk,2352.4481968438645,2352.4481968438645,0.8449524350418856,High,1093
6961-VCPMC,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,Male,Yes,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,1,75,4876,Competitor offered more data,0.4824299519554372,0,Medium,2,New High-Risk,-2.592389308446746,-1.4661084768326078,Standard,2352.3284457347117,2352.3284457347117,0.8448104500922902,High,1094
3791-LGQCY,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person,0.4897422614742375,0,Medium,0,Established High-Value,-3.115699890202965,1.698790612802562,Standard,2352.2320818607627,2352.2320818607627,0.8446684651426949,High,1095
9747-DDZOS,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,1,74,4378,Network reliability,0.5371308848814196,1,Medium,2,New High-Risk,-1.056482376672627,-2.7649481614764166,Standard,2351.5590140108548,2351.5590140108548,0.8445264801930995,High,1096
0013-EXCHZ,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,1,68,3464,Network reliability,0.6788191253607552,1,Medium,2,New High-Risk,-1.7589798087687782,-1.8753342171240943,Standard,2351.429450249656,2351.429450249656,0.8443844952435042,High,1097
2894-QOJRX,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,No,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,1,93,5024,Limited range of services,0.467673066751417,0,Medium,3,Mid-Tenure Moderate-Risk,-1.905704053184555,-1.9903200741668825,Standard,2349.589487359119,2349.589487359119,0.8442425102939088,High,1098
3987-KQDDU,1,United States,California,Sonoma,95476,"38.25485, -122.461799",38.25485,-122.461799,Male,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,0,30,4990,Attitude of support person,0.4705576178690683,0,Medium,2,New High-Risk,-1.218207602905873,-3.1388811903482283,Standard,2348.0825131666506,2348.0825131666506,0.8441005253443135,High,1099
9029-FEGVJ,1,United States,California,Yosemite National Park,95389,"37.704267, -119.607001",37.704267,-119.607001,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,No,0,27,5242,Attitude of support person,0.4474438593369109,0,Medium,2,New High-Risk,-1.837267988840552,-0.990014362459525,Standard,2345.5007106440867,2345.5007106440867,0.8439585403947182,High,1100
9522-BNTHX,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Female,Yes,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,No,0,32,5597,Attitude of support person,0.4190046642718723,0,Medium,3,Mid-Tenure Moderate-Risk,-2.823408239427721,-0.6909223437306209,Standard,2345.169105929669,2345.169105929669,0.8438165554451228,High,1101
9360-OMDZZ,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No,0,69,3192,Attitude of support person,0.7335677190998446,1,High,2,New High-Risk,-2.6524478737577777,-1.491831188858903,High Risk,2341.548159366704,2341.548159366704,0.8436745704955275,High,1102
0003-MKNFE,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,0,66,5414,Attitude of support person,0.4324051753129608,0,Medium,2,New High-Risk,-1.0447559255247931,-2.5250237698123805,Standard,2341.0416191443696,2341.0416191443696,0.8435325855459321,High,1103
8510-AWCXC,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,Female,Yes,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,1,65,3269,Attitude of support person,0.7159720839375917,1,High,2,New High-Risk,-2.931301007185608,-1.1878937042885442,High Risk,2340.512742391987,2340.512742391987,0.8433906005963367,High,1104
9699-UBQFS,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No,0,32,4745,Attitude of support person,0.4931936439105751,0,Medium,0,Established High-Value,-2.97847984450842,0.5883841647919928,Standard,2340.203840355679,2340.203840355679,0.8432486156467415,High,1105
0634-SZPQA,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,1,67,4650,Competitor offered higher download speeds,0.5031458117808699,1,Medium,2,New High-Risk,-2.188975289381192,-0.941097930372536,Standard,2339.628024781045,2339.628024781045,0.8431066306971461,High,1106
1635-FJFCC,1,United States,California,Acton,93510,"34.501452, -118.207862",34.501452,-118.207862,Female,No,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,74,5846,Attitude of support person,0.4001111924876769,0,Medium,2,New High-Risk,-1.1923805539780377,-3.574570599323865,Standard,2339.050031282959,2339.050031282959,0.8429646457475508,High,1107
3207-OYBWH,1,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,1,86,6259,Attitude of support person,0.3735469676432444,0,Low,0,Established High-Value,-2.97820080206973,1.8171272642257288,Standard,2338.030470479067,2338.030470479067,0.8428226607979554,High,1108
6559-PDZLR,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,Male,No,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,0,62,4191,Attitude of support person,0.5578455900473006,1,Medium,2,New High-Risk,-2.146494108272772,-0.2646756719590687,Standard,2337.9308678882367,2337.9308678882367,0.84268067584836,High,1109
7943-RQCHR,1,United States,California,Davis,95616,"38.508735, -121.678813",38.508735,-121.678813,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,1,83,2893,Competitor offered more data,0.8080168971765577,1,High,2,New High-Risk,-2.563979323598825,-1.935872990105422,High Risk,2337.5928835317814,2337.5928835317814,0.8425386908987648,High,1110
6198-ZFIOJ,1,United States,California,Willits,95490,"39.492046, -123.375818",39.492046,-123.375818,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,402.5,No,0,27,3469,Attitude of support person,0.6729081640579866,1,Medium,2,New High-Risk,-1.7448238737748092,-3.51701502592249,Standard,2334.3184211171556,2334.3184211171556,0.8423967059491694,High,1111
2424-WVHPL,1,United States,California,Redondo Beach,90278,"33.873395, -118.37019",33.873395,-118.37019,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,0,60,4182,Attitude of support person,0.5576642011504309,1,Medium,2,New High-Risk,-1.6090023544939926,-3.462001104386803,Standard,2332.151689211102,2332.151689211102,0.842254720999574,High,1112
4505-EXZHB,1,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073,Female,Yes,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,Yes,1,100,3964,Competitor offered more data,0.587822045464439,1,Medium,2,New High-Risk,-1.7368688535965136,-3.299367291627144,Standard,2330.126588221036,2330.126588221036,0.8421127360499787,High,1113
7277-OZCGZ,1,United States,California,Spring Valley,91978,"32.730264, -116.950963",32.730264,-116.950963,Female,No,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,0,75,5479,Attitude of support person,0.4250708328282839,0,Medium,2,New High-Risk,-1.852747142658124,-1.19539676619706,Standard,2328.9630930661674,2328.9630930661674,0.8419707511003833,High,1114
6168-YBYNP,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,62,6047,Attitude of support person,0.3850357556734851,0,Low,0,Established High-Value,-2.898048695791364,2.349657913553803,Standard,2328.311214557564,2328.311214557564,0.841828766150788,High,1115
6502-HCJTI,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,75,3591,Attitude of service provider,0.6478440024764722,1,Medium,2,New High-Risk,-2.5268572536963982,-0.0446047984841977,Standard,2326.407812893012,2326.407812893012,0.8416867812011927,High,1116
1455-ESIQH,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,Moved,0.8008263969812603,1,High,2,New High-Risk,-2.053859286442747,-2.764159184271433,High Risk,2326.4006832305613,2326.4006832305613,0.8415447962515973,High,1117
0506-LVNGN,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes,1,97,4028,Competitor offered higher download speeds,0.5770165797114178,1,Medium,2,New High-Risk,-2.01829751918209,-2.8573721512787675,Standard,2324.222783077591,2324.222783077591,0.841402811302002,High,1118
6075-SLNIL,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009,Male,No,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,No,0,62,5393,Attitude of support person,0.4303732777912757,0,Medium,0,Established High-Value,-2.425263506107361,0.4938273512253989,Standard,2321.0030871283498,2321.0030871283498,0.8412608263524066,High,1119
9638-JIQYA,1,United States,California,Ballico,95303,"37.4695, -120.672724",37.4695,-120.672724,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,No,0,41,4033,Attitude of support person,0.5755021952521783,1,Medium,3,Mid-Tenure Moderate-Risk,-1.6924810037897764,-4.146987266618796,Standard,2321.000353452035,2321.000353452035,0.8411188414028113,High,1120
2202-CUYXZ,1,United States,California,Dublin,94568,"37.713926, -121.928425",37.713926,-121.928425,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,1,77,3086,Long distance charges,0.751694148531521,1,High,2,New High-Risk,-1.930856666503116,-2.669172700005611,High Risk,2319.7281423682734,2319.7281423682734,0.840976856453216,High,1121
3317-VLGQT,1,United States,California,Wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,Female,No,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,No,0,68,3157,Attitude of support person,0.7345563834195181,1,High,2,New High-Risk,-1.9683046255004264,-2.372097877194657,High Risk,2318.9945024554186,2318.9945024554186,0.8408348715036206,High,1122
