customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group
6386-SZZKH,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,1,92,5785,Extra data charges,0.1707218619844099,0,Low,0,Established High-Value,-2.2610179465712483,4.446108719148135,Standard
0345-XMMUG,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,0,45,5119,Attitude of support person,0.1707078736677493,0,Low,0,Established High-Value,-2.2326508575646784,4.267522479985344,Standard
7516-GMHUV,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,0,40,5324,Attitude of support person,0.1706254433626957,0,Low,0,Established High-Value,-2.6657442643042923,3.44802971567114,Standard
0373-AIVNJ,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,No,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373.0,No,0,67,3755,Attitude of support person,0.1706121690140148,0,Low,3,Mid-Tenure Moderate-Risk,-0.689633367197226,-1.3216190095105236,Standard
8920-NAVAY,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,Male,Yes,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No,0,43,5166,Attitude of support person,0.170157186772707,0,Low,0,Established High-Value,-2.9483302514950176,3.5458472456096817,Standard
3192-LNKRK,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,0,67,3476,Attitude of support person,0.170107914607672,0,Low,2,New High-Risk,-1.289137823748695,-0.3713264842876813,Standard
3126-WQMGH,1,United States,California,Yorba Linda,92887,"33.884073, -117.732197",33.884073,-117.732197,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,40,5224,Attitude of support person,0.1699282598862145,0,Low,2,New High-Risk,-1.834834228920036,-1.2717098000780167,Standard
7964-ZRKKG,1,United States,California,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,No,0,49,6251,Attitude of support person,0.1697938778899234,0,Low,0,Established High-Value,-2.359166585637112,2.0658740514441347,Standard
1502-XFCVR,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,82,5902,Competitor offered higher download speeds,0.169648711569486,0,Low,0,Established High-Value,-2.230360464742245,2.388197643135584,Standard
0089-IIQKO,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,0,43,4447,Attitude of support person,0.1696071173102388,0,Low,0,Established High-Value,-2.12410448339491,1.7080226055181067,Standard
8314-DPQHL,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,No,0,47,5535,Attitude of support person,0.1695274132004056,0,Low,3,Mid-Tenure Moderate-Risk,-0.762132093363027,-0.2400365888492973,Standard
5168-MQQCA,1,United States,California,Yucaipa,92399,"34.04597, -117.011825",34.04597,-117.011825,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No,0,56,6288,Attitude of support person,0.1691689869780478,0,Low,0,Established High-Value,-2.5673892188170666,4.891622363377011,Standard
1353-GHZOS,1,United States,California,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No,0,31,3947,Attitude of support person,0.169157080283217,0,Low,2,New High-Risk,-1.1346233251581932,-0.2954830923568891,Standard
9970-QBCDA,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,No,0,74,5387,Attitude of support person,0.1690447392065861,0,Low,1,Low-Spend Stable,6.215418049707952,-1.2854374395997306,Standard
8984-EYLLL,1,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453,Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,0,72,5682,Attitude of support person,0.168786574558979,0,Low,0,Established High-Value,-2.577823978702855,3.515629444084732,Standard
2019-HDCZY,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,No,0,29,4004,Attitude of support person,0.1686883189652384,0,Low,0,Established High-Value,-2.1438398945464936,2.593945843780695,Standard
4323-SADQS,1,United States,California,Concord,94521,"37.971421, -121.971504",37.971421,-121.971504,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes,1,93,3520,Service dissatisfaction,0.1686765878125843,0,Low,3,Mid-Tenure Moderate-Risk,-1.4193797056706643,-1.785781743867295,Standard
9402-CXWPL,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298,Female,No,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,No,0,20,5980,Attitude of support person,0.1686260586798068,0,Low,0,Established High-Value,-2.289761307031048,1.7392621607496592,Standard
5966-EMAZU,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.135941,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,0,22,4576,Attitude of support person,0.1683694634852166,0,Low,0,Established High-Value,-2.0925031939909204,3.922949788263012,Standard
2805-EDJPQ,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,0,68,5926,Attitude of support person,0.1681422198276915,0,Low,0,Established High-Value,-2.2782513575985583,3.5112942019305464,Standard
5924-IFQTT,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,46,2862,Attitude of support person,0.1681004638829558,0,Low,0,Established High-Value,-1.6622820851799354,0.875274069029149,Standard
0699-NDKJM,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,38,4115,Attitude of support person,0.167813637879225,0,Low,3,Mid-Tenure Moderate-Risk,-2.1521514151786456,1.7859156728357914,Standard
5678-VFNEQ,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0,45,4695,Attitude of support person,0.1676760253027571,0,Low,0,Established High-Value,-2.495158935163027,3.763263768771629,Standard
4821-SJHJV,1,United States,California,Calipatria,92233,"33.143826, -115.497485",33.143826,-115.497485,Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,No,0,54,4444,Attitude of support person,0.1676659818469551,0,Low,2,New High-Risk,-1.6284476595668047,0.150435229309646,Standard
9357-UJRUN,1,United States,California,Carlotta,95528,"40.497283, -123.93037",40.497283,-123.93037,Male,No,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,No,0,45,5428,Attitude of support person,0.1676654477664479,0,Low,2,New High-Risk,-1.5745867182548998,0.0259364255204932,Standard
1009-IRMNA,1,United States,California,Port Hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,1,100,4479,Competitor offered more data,0.167062949607884,0,Low,1,Low-Spend Stable,6.21286645047186,-1.3915507809005134,Standard
1406-PUQVY,1,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.961866,Male,No,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,39,3239,Attitude of support person,0.1670455898568777,0,Low,2,New High-Risk,-1.0919981111386126,-3.218550593868036,Standard
6302-JGYRJ,1,United States,California,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes,1,67,2872,Product dissatisfaction,0.1670397523489804,0,Low,0,Established High-Value,-1.5537601155107026,0.8320644712509472,Standard
5478-JJVZK,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No,0,36,3009,Attitude of support person,0.1669562888279467,0,Low,2,New High-Risk,-1.4090497742481112,-1.6831594620943389,Standard
6198-PNNSZ,1,United States,California,Valley Springs,95252,"38.156971, -120.849231",38.156971,-120.849231,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,No,0,77,5648,Attitude of support person,0.1667456649605815,0,Low,0,Established High-Value,-1.939692296921234,4.277709436848195,Standard
5766-XQXMQ,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307,Female,No,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,1,79,5449,Competitor made better offer,0.1666260671264029,0,Low,2,New High-Risk,-1.3956894052237585,0.0362349249837899,Standard
9575-IWCAZ,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,No,0,31,5161,Attitude of support person,0.1664739017288639,0,Low,1,Low-Spend Stable,6.211804320063991,0.5034186527296085,Standard
5074-FBGHB,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No,0,80,6443,Attitude of support person,0.1663852629828448,0,Low,0,Established High-Value,-2.4895672865271354,3.08576744457735,Standard
0274-JKUJR,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,No,0,76,3332,Attitude of support person,0.1663037495638555,0,Low,3,Mid-Tenure Moderate-Risk,-0.8388729545976453,0.7060704438735319,Standard
0310-VQXAM,1,United States,California,San Bernardino,92404,"34.183286, -117.221722",34.183286,-117.221722,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,No,0,63,2788,Attitude of support person,0.1662622639093483,0,Low,1,Low-Spend Stable,6.499927396503448,-2.0083689052548745,Standard
6705-LNMDD,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,Male,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,0,46,5741,Attitude of support person,0.1662272817751459,0,Low,2,New High-Risk,-0.3906993975004647,-2.874399681000296,Standard
5206-XZZQI,1,United States,California,Orange,92867,"33.81859, -117.821288",33.81859,-117.821288,Male,No,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,No,0,73,6113,Attitude of support person,0.165989811894384,0,Low,2,New High-Risk,-1.4978100916186543,-1.019263792311595,Standard
5285-MVEHD,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,0,24,4196,Attitude of support person,0.1659846940777693,0,Low,0,Established High-Value,-1.9790186532563887,3.449621205619383,Standard
9475-NNDGC,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,0,75,4068,Attitude of support person,0.1658389120137562,0,Low,0,Established High-Value,-2.5864876513092203,4.607367882390856,Standard
1991-VOPLL,1,United States,California,San Marcos,92069,"33.162624, -117.170863",33.162624,-117.170863,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,No,0,61,3248,Attitude of support person,0.1656025424895191,0,Low,1,Low-Spend Stable,6.504489381482417,-1.9560626029097168,Standard
4459-BBGHE,1,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,Male,No,No,Yes,30,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.5,1307.8,No,0,58,5833,Attitude of support person,0.165439103011545,0,Low,3,Mid-Tenure Moderate-Risk,-1.9959290182572336,-1.7612955031574575,Standard
4083-EUGRJ,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.254497,-117.285879,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,Yes,1,98,3361,Lack of affordable download/upload speed,0.1653355486386243,0,Low,1,Low-Spend Stable,6.492938278691169,-1.933189439697951,Standard
4323-OHFOW,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.55,7195.35,No,0,51,4605,Attitude of support person,0.1652734156466824,0,Low,0,Established High-Value,-2.937052761406207,3.568279878637134,Standard
4568-TTZRT,1,United States,California,Auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,No,0,21,5380,Attitude of support person,0.1650937081243762,0,Low,1,Low-Spend Stable,6.4782024126181055,-1.673359478128862,Standard
0222-CNVPT,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,Yes,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,0,67,4865,Attitude of support person,0.165030773394913,0,Low,3,Mid-Tenure Moderate-Risk,-2.495330160776415,-0.8492331620025646,Standard
8878-RYUKI,1,United States,California,Long Beach,90803,"33.760458, -118.129725",33.760458,-118.129725,Female,No,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,0,40,6107,Attitude of support person,0.1648797571522565,0,Low,2,New High-Risk,-1.7893775695754357,-1.3394635838180688,Standard
4187-CINZD,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes,1,90,3180,Network reliability,0.1648353265443194,0,Low,0,Established High-Value,-1.878462771113052,0.4933426510181354,Standard
0621-JFHOL,1,United States,California,North Hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786,Female,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0,62,3180,Attitude of support person,0.1645712450389882,0,Low,3,Mid-Tenure Moderate-Risk,-1.033704928254154,-2.624003536258768,Standard
3694-DELSO,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,0,40,3824,Attitude of support person,0.1645187308517061,0,Low,3,Mid-Tenure Moderate-Risk,-0.9086950610856576,-1.272587897363726,Standard
3130-ICDUP,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,0,40,5346,Attitude of support person,0.1645141730015395,0,Low,2,New High-Risk,-1.0952679678051318,-1.6408649641409494,Standard
2359-KLTEK,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,0,53,3539,Attitude of support person,0.1644839774582915,0,Low,0,Established High-Value,-1.782326706359395,1.0931377639624549,Standard
3570-YUEKJ,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Female,No,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,No,0,43,3637,Attitude of support person,0.1641486839112651,0,Low,2,New High-Risk,-1.5587796769365905,-2.836927655644735,Standard
6278-FEPBZ,1,United States,California,San Bernardino,92410,"34.106922, -117.297553",34.106922,-117.297553,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,No,0,68,5546,Attitude of support person,0.1637372137088356,0,Low,1,Low-Spend Stable,6.4780715647492375,-1.652148457307135,Standard
0523-VNGTF,1,United States,California,Sun Valley,91352,"34.231053, -118.338307",34.231053,-118.338307,Female,Yes,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No,0,70,5185,Attitude of support person,0.1631561030707224,0,Low,3,Mid-Tenure Moderate-Risk,-2.636305432853314,-0.3913071107753251,Standard
5882-CMAZQ,1,United States,California,National City,91950,"32.67102, -117.095235",32.67102,-117.095235,Female,No,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0,21,5100,Attitude of support person,0.1630625300103845,0,Low,3,Mid-Tenure Moderate-Risk,-1.0323188415925826,-1.538596213426295,Standard
3865-ZYKAD,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,0,59,4503,Attitude of support person,0.1630491318401075,0,Low,0,Established High-Value,-2.719247681870237,0.855944053556305,Standard
7789-CRUVC,1,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,No,0,76,5274,Attitude of support person,0.1629946476662327,0,Low,0,Established High-Value,-2.649634780132164,2.5053648113957045,Standard
0265-PSUAE,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,0,72,3337,Attitude of support person,0.1625036944323689,0,Low,0,Established High-Value,-1.0340891731064068,1.136283720157773,Standard
5921-NGYRH,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No,0,50,5018,Attitude of support person,0.1624159214394918,0,Low,2,New High-Risk,-1.477221367481651,-0.968740593563072,Standard
0484-FFVBJ,1,United States,California,Fort Bragg,95437,"39.455555, -123.683979",39.455555,-123.683979,Male,No,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,0,29,4895,Attitude of support person,0.1623808045894707,0,Low,2,New High-Risk,-1.4360804388932666,-0.6771062334361487,Standard
7825-ECJRF,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,71,3764,Network reliability,0.1620397753055946,0,Low,0,Established High-Value,-1.7074331401462428,0.723722357293866,Standard
0678-RLHVP,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941,Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,No,0,67,5731,Attitude of support person,0.1618592101883881,0,Low,0,Established High-Value,-2.1132428255797784,2.499434821950962,Standard
2480-SQIOB,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.153733,-118.593408,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,No,0,63,2114,Attitude of support person,0.1618097145862325,0,Low,2,New High-Risk,-0.5724364307344607,-3.180523010028101,Standard
2957-JIRMN,1,United States,California,Vallejo,94591,"38.105733, -122.186338",38.105733,-122.186338,Female,Yes,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No,0,60,4166,Attitude of support person,0.161720666268356,0,Low,2,New High-Risk,-2.4364116153667355,-0.5162404034691948,Standard
4623-ZKHLY,1,United States,California,Ontario,91762,"34.057256, -117.667677",34.057256,-117.667677,Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,0,28,3727,Attitude of support person,0.1617120260115339,0,Low,1,Low-Spend Stable,5.680415206421754,-0.4500868741842612,Standard
3316-UWXUY,1,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,0,70,6367,Attitude of support person,0.1616935780809215,0,Low,0,Established High-Value,-1.8252254649248287,0.944753791444159,Standard
6738-ISCBM,1,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,Male,No,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,No,0,36,4256,Attitude of support person,0.1616582988469633,0,Low,3,Mid-Tenure Moderate-Risk,-2.115863488246988,0.2455282008084978,Standard
5343-SGUBI,1,United States,California,Concord,94518,"37.950248, -122.022455",37.950248,-122.022455,Female,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,No,0,51,5597,Attitude of support person,0.1614509533073974,0,Low,2,New High-Risk,-1.8498699386659945,-0.4725148787408113,Standard
9420-LOJKX,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.92128,-118.274186,Female,No,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,82,2966,Competitor offered more data,0.1613496275922303,0,Low,2,New High-Risk,-1.5085747054731944,0.075551816111392,Standard
3173-NVMPX,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62251,-117.927024,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,0,80,4291,Attitude of support person,0.1613317461823764,0,Low,2,New High-Risk,-1.0867891340270324,-1.4213160726791425,Standard
4402-FTBXC,1,United States,California,Hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,No,0,67,4980,Attitude of support person,0.1611399566632834,0,Low,2,New High-Risk,-1.136400539032598,-0.2560258780388078,Standard
7080-TNUWP,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,0,65,6259,Attitude of support person,0.1610384885617434,0,Low,0,Established High-Value,-2.438661926273098,3.0895689642593527,Standard
7102-JJVTX,1,United States,California,Escondido,92025,"33.081478, -117.033814",33.081478,-117.033814,Female,No,Yes,No,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0,46,4562,Attitude of support person,0.1609655605538432,0,Low,2,New High-Risk,-0.1374135119270703,-1.7113009693926131,Standard
2718-GAXQD,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,1,92,4797,Product dissatisfaction,0.1605332874619441,0,Low,2,New High-Risk,-1.030726861921204,-2.9442480866502807,Standard
8080-POTJR,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,Female,No,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,2427.1,No,0,78,2655,Attitude of support person,0.1602423636771774,0,Low,0,Established High-Value,-1.8066475673091715,1.2305115887784028,Standard
