customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group,value_at_risk,actionable_value_at_risk,priority_percentile,retention_priority,retention_rank
5035-PGZXH,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,0,49,6161,Attitude of support person,0.3020657364858657,0,Low,0,Established High-Value,-2.7747659456074967,2.270886850442139,Standard,1861.0270024894187,0.0,0.7665767428652562,Low,1645
4598-XLKNJ,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,Female,Yes,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1,88,5337,Limited range of services,0.301870010521956,0,Low,0,Established High-Value,-2.363564310349856,1.0472494345589356,Standard,1611.080246155679,0.0,0.7150362061621468,Low,2008
4957-TREIR,1,United States,California,Stratford,93266,"36.175255, -119.813805",36.175255,-119.813805,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,20,5645,Attitude of support person,0.3016871187400835,0,Low,2,New High-Risk,-1.1497391662405716,-1.3581159935848983,Standard,1703.0237852877715,0.0,0.7342041743575181,Low,1873
7248-VZQLC,1,United States,California,Concord,94521,"37.971421, -121.971504",37.971421,-121.971504,Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,1,72,4661,Price too high,0.3014333926309618,0,Low,2,New High-Risk,-2.729620899726532,-0.3485791246003628,Standard,1404.981043052913,0.0,0.6703109470396138,Low,2323
6351-SCJKT,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,No,0,46,5534,Attitude of support person,0.3012529938323226,0,Low,3,Mid-Tenure Moderate-Risk,-0.771956655378318,-1.9801198612009825,Standard,1667.1340678680733,0.0,0.7261110322305836,Low,1930
5686-CMAWK,1,United States,California,San Diego,92131,"32.89325, -117.087091",32.89325,-117.087091,Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,0,29,5863,Attitude of support person,0.3008158978168068,0,Low,2,New High-Risk,-1.5874613926833,-0.4317310619314529,Standard,1763.6836088999382,0.0,0.7489706091154338,Low,1769
2305-MRGLV,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No,0,71,2085,Attitude of support person,0.3007702979320463,0,Low,2,New High-Risk,-1.0899604618653824,-1.639840939611399,Standard,627.1060711883165,0.0,0.4776373704387335,Low,3680
6047-YHPVI,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,Male,No,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,1,66,2454,Competitor offered higher download speeds,0.3005005706472518,0,Low,2,New High-Risk,-1.455240897525675,-3.7935455861896425,Standard,737.4284003683558,0.0,0.5093000141984949,Low,3457
3009-JWMPU,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911,Male,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,1,92,5016,Attitude of service provider,0.3003594807437786,0,Low,0,Established High-Value,-2.7273536874872093,1.4700323647859026,Standard,1506.6031554107935,0.0,0.6907567797813432,Low,2179
1285-OKIPP,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,98,3394,Lack of self-service on Website,0.3002079494472156,0,Low,2,New High-Risk,-1.092604491292847,-2.927653262077442,Standard,1018.9057804238498,0.0,0.5801505040465711,Low,2958
6849-OYAMU,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,Male,No,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Yes,1,71,2608,Competitor offered more data,0.2996761618838004,0,Low,0,Established High-Value,-1.1956645464396374,1.4113736247101327,Standard,781.5554301929515,0.0,0.5198069004685504,Low,3383
1370-GGAWX,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No,0,70,3924,Attitude of support person,0.2996414933437977,0,Low,0,Established High-Value,-2.500861136989386,0.8353663089397854,Standard,1175.7932198810622,0.0,0.6135169672014766,Low,2723
7346-MEDWM,1,United States,California,Cathedral City,92234,"33.829583, -116.474131",33.829583,-116.474131,Female,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,No,0,32,4094,Attitude of support person,0.2995118690518742,0,Low,2,New High-Risk,-2.565654905707063,-0.5026191298427747,Standard,1226.201591898373,0.0,0.6254437029674854,Low,2639
8679-JOEVF,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,1,87,5556,Price too high,0.2994958428409797,0,Low,2,New High-Risk,-1.4590948837843545,-2.338734295269157,Standard,1663.9989028244831,0.0,0.7254011074826069,Low,1935
2810-FTLEM,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,Yes,1,69,4254,Competitor offered higher download speeds,0.2993507530746384,0,Low,2,New High-Risk,-1.356961924850444,-3.344583389482415,Standard,1273.4381035795116,0.0,0.637654408632685,Low,2553
2623-DRYAM,1,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,No,0,47,5596,Attitude of support person,0.299252028009941,0,Low,0,Established High-Value,-2.829347368161069,2.6363365674147063,Standard,1674.6143487436298,0.0,0.7278148516257277,Low,1918
2382-BCKQJ,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,1,91,5600,Competitor offered higher download speeds,0.2991854956697487,0,Low,0,Established High-Value,-2.7744761812622576,1.601321106643476,Standard,1675.4387757505929,0.0,0.7279568365753231,Low,1917
3537-HPKQT,1,United States,California,Mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,No,0,46,4621,Attitude of support person,0.2990918187410654,0,Low,2,New High-Risk,-2.2771505113943262,-0.1269416005419823,Standard,1382.1032944024632,0.0,0.6649155189549908,Low,2361
9572-MTILT,1,United States,California,Fullerton,92833,"33.877639, -117.961212",33.877639,-117.961212,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,1,81,4508,Competitor made better offer,0.2980167839146317,0,Low,0,Established High-Value,-2.6255321791025943,2.846771970690733,Standard,1343.4596618871597,0.0,0.6555445122816982,Low,2427
7693-QPEFS,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No,0,72,4368,Attitude of support person,0.2974582344085472,0,Low,2,New High-Risk,-2.6705370275798987,-1.9510788212237349,Standard,1299.297567896534,0.0,0.6454635808604288,Low,2498
4010-YLMVT,1,United States,California,Yucaipa,92399,"34.04597, -117.011825",34.04597,-117.011825,Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,0,80,5056,Attitude of support person,0.2974281452316749,0,Low,0,Established High-Value,-2.5981607379469547,1.6384032586405886,Standard,1503.796702291348,0.0,0.6903308249325572,Low,2182
4791-QRGMF,1,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,1,76,6098,Competitor offered more data,0.2974245081072516,0,Low,0,Established High-Value,-2.522607706771014,2.87298511208488,Standard,1813.69465043802,0.0,0.7579156609399403,Low,1706
8967-SZQAS,1,United States,California,Hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424,Female,No,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No,0,48,3185,Attitude of support person,0.2972737677995994,0,Low,2,New High-Risk,-0.9633767857457314,-3.417358230053708,Standard,946.8169504417241,0.0,0.5619764304983672,Low,3086
5651-CPDND,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,0,38,3903,Attitude of support person,0.2970293614026046,0,Low,2,New High-Risk,-0.4380146313799762,-4.101743745453215,Standard,1159.3055975543657,0.0,0.6102513133607838,Low,2746
2460-NGXBJ,1,United States,California,Stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,Male,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,0,28,5193,Attitude of support person,0.297007682827171,0,Low,2,New High-Risk,-2.164716411225689,-1.4820477335139155,Standard,1542.360896921499,0.0,0.6981399971603011,Low,2127
1217-VASWC,1,United States,California,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305,Male,Yes,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.55,4304.0,No,0,65,4499,Attitude of support person,0.2969725094715393,0,Low,0,Established High-Value,-2.407670254863423,2.243441177874214,Standard,1336.0793201124554,0.0,0.6536987079369587,Low,2440
9314-QDMDW,1,United States,California,Los Alamos,93440,"34.758699, -120.275839",34.758699,-120.275839,Male,No,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,No,0,58,2738,Attitude of support person,0.2969401098056965,0,Low,2,New High-Risk,-1.432514337941711,-1.953923716126834,Standard,813.022020647997,0.0,0.5274740877466989,Low,3329
8706-HRADD,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,Male,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,0,63,5808,Attitude of support person,0.296899065386126,0,Low,3,Mid-Tenure Moderate-Risk,-1.4465709787065455,-1.699396027056462,Standard,1724.3897717626196,0.0,0.7386057077949737,Low,1842
2862-PFNIK,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,No,0,29,3518,Attitude of support person,0.2965761755737658,0,Low,3,Mid-Tenure Moderate-Risk,-1.591114953760458,-4.21182249872575,Standard,1043.354985668508,0.0,0.5858299020303848,Low,2918
1091-SOZGA,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,0,43,4606,Attitude of support person,0.2965580585706535,0,Low,0,Established High-Value,-2.483178751119939,2.584669241536864,Standard,1365.9464177764298,0.0,0.6612239102655119,Low,2387
6818-WOBHJ,1,United States,California,Fulton,95439,"38.493888, -122.777141",38.493888,-122.777141,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes,1,69,5651,Network reliability,0.2965137007911622,0,Low,0,Established High-Value,-2.997245704802069,1.1261926034536107,Standard,1675.5989231708575,0.0,0.7280988215249183,Low,1916
9318-NKNFC,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,1,90,4132,Service dissatisfaction,0.2964593276793789,0,Low,1,Low-Spend Stable,6.0110059006943874,-2.014488936571663,Standard,1224.9699419711935,0.0,0.6251597330682948,Low,2641
2153-MREFK,1,United States,California,Fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,1,79,3599,Attitude of support person,0.2963826198511473,0,Low,0,Established High-Value,-2.250293716015494,2.143607098411222,Standard,1066.681048844279,0.0,0.5903734204174358,Low,2886
3982-XWFZQ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,1,97,4873,Competitor offered more data,0.2961972188354546,0,Low,2,New High-Risk,-2.016742416781704,-1.97109805609482,Standard,1443.3690473851702,0.0,0.6788300440153344,Low,2263
5628-RKIFK,1,United States,California,Bloomington,92316,"34.059722, -117.39104",34.059722,-117.39104,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,0,22,5348,Attitude of support person,0.2961026638080575,0,Low,0,Established High-Value,-2.459021886315488,0.6470405169768357,Standard,1583.5570460454915,0.0,0.7097827630271192,Low,2045
5215-LNLDJ,1,United States,California,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,-121.503022,Female,No,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0,52,3872,Attitude of support person,0.2960827146828991,0,Low,3,Mid-Tenure Moderate-Risk,-1.604471507212849,-3.2411726221534813,Standard,1146.4322712521853,0.0,0.6076955842680676,Low,2764
1575-KRZZE,1,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,0,74,4042,Attitude of support person,0.2951261275516885,0,Low,2,New High-Risk,-0.8282411638061995,-2.827055033478973,Standard,1192.899807563925,0.0,0.6180604855885277,Low,2691
3689-MOZGR,1,United States,California,Irvine,92618,"33.667145, -117.732135",33.667145,-117.732135,Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,0,39,4761,Attitude of support person,0.2950823998627541,0,Low,3,Mid-Tenure Moderate-Risk,-1.917199018354386,-3.264025265620744,Standard,1404.887305746572,0.0,0.6701689620900184,Low,2324
4667-OHGKG,1,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,1,99,4266,Service dissatisfaction,0.294925992126535,0,Low,1,Low-Spend Stable,6.006475277052499,-1.9952228844302533,Standard,1258.1542824117982,0.0,0.6338208149936106,Low,2580
5542-DHSXL,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No,0,37,3475,Attitude of support person,0.2946577769756737,0,Low,2,New High-Risk,-0.3202058989384739,-2.0163173428014542,Standard,1023.935774990466,0.0,0.5811443986937385,Low,2951
9564-KCLHR,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,1,94,2180,Product dissatisfaction,0.2945850060506748,0,Low,2,New High-Risk,-0.3086860496804479,-3.7195543247359937,Standard,642.195313190471,0.0,0.48203890387618914,Low,3649
2478-EEWWM,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No,0,28,5905,Attitude of support person,0.2945737419149168,0,Low,3,Mid-Tenure Moderate-Risk,-2.4138328601130303,-0.8538212556674528,Standard,1739.4579460075838,0.0,0.7442851057787875,Low,1802
7242-QZLXF,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,1,99,5421,Attitude of service provider,0.2945322863380678,0,Low,3,Mid-Tenure Moderate-Risk,-1.608554884442731,-3.965206556223949,Standard,1596.6595242386654,0.0,0.71219650717024,Low,2028
1725-MIMXW,1,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.063329,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,1,78,5687,Poor expertise of phone support,0.2944159066708696,0,Low,1,Low-Spend Stable,5.995866503459395,-1.8124600227555467,Standard,1674.3432612372353,0.0,0.7276728666761323,Low,1919
5906-BFOZT,1,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952,-124.240051,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,0,21,3753,Attitude of support person,0.2942459924741856,0,Low,1,Low-Spend Stable,6.008246675757586,-2.060018099703716,Standard,1104.3052097556185,0.0,0.5986085474939656,Low,2828
4672-FOTSD,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,0,56,4334,Attitude of support person,0.2941160228627599,0,Low,2,New High-Risk,-1.7567936288291377,-1.2351880112895324,Standard,1274.6988430872013,0.0,0.6382223484310663,Low,2549
4177-JPDFU,1,United States,California,Redcrest,95569,"40.363446, -123.835041",40.363446,-123.835041,Male,No,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,No,0,39,3215,Attitude of support person,0.2940618833946186,0,Low,3,Mid-Tenure Moderate-Risk,-0.8603825896924121,-2.9296818432595986,Standard,945.4089551136988,0.0,0.5614084906999858,Low,3090
8095-WANWK,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",35.996923,-120.000951,Female,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No,0,38,5369,Attitude of support person,0.2939080048023473,0,Low,2,New High-Risk,-0.4381730961385964,-3.9263435762606833,Standard,1577.9920777838026,0.0,0.7076529887831889,Low,2060
7989-CHGTL,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,1,95,3448,Product dissatisfaction,0.2939063356816896,0,Low,1,Low-Spend Stable,6.009452995432523,-2.0986297041543995,Standard,1013.3890454304658,0.0,0.5783046997018316,Low,2971
2320-SLKMB,1,United States,California,Baker,92309,"35.28952, -116.092214",35.28952,-116.092214,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,0,26,3080,Attitude of support person,0.2937635661471622,0,Low,3,Mid-Tenure Moderate-Risk,-1.8432089894928745,-1.3493608854506736,Standard,904.7917837332595,0.0,0.5516115291779071,Low,3159
3511-APPBJ,1,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,Male,No,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,0,62,3515,Attitude of support person,0.2936582359355413,0,Low,0,Established High-Value,-1.7180721645591892,0.8024819076283561,Standard,1032.2086993134276,0.0,0.5837001277864546,Low,2933
2465-BLLEU,1,United States,California,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No,0,33,4441,Attitude of support person,0.2933972799133618,0,Low,1,Low-Spend Stable,6.001673613550443,-1.970703762817256,Standard,1302.9773200952397,0.0,0.6464574755075962,Low,2491
8807-ARQET,1,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221,Female,No,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,0,79,2454,Attitude of support person,0.2931264941515235,0,Low,3,Mid-Tenure Moderate-Risk,-2.2002872761197456,-2.546089007057505,Standard,719.3324166478386,0.0,0.5040465710634673,Low,3494
6897-UUBNU,1,United States,California,North Hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786,Male,No,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.65,2623.65,No,0,51,2681,Attitude of support person,0.2930652333603192,0,Low,2,New High-Risk,-0.9947088274897696,-1.2081401806585634,Standard,785.7078906390158,0.0,0.520942780065313,Low,3375
2369-FEVNO,1,United States,California,Long Beach,90806,"33.802664, -118.179971",33.802664,-118.179971,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,0,52,4590,Attitude of support person,0.2928887401156284,0,Low,1,Low-Spend Stable,5.999473686350848,-1.950914178407458,Standard,1344.3593171307343,0.0,0.6558284821808888,Low,2425
6121-VZNQB,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,84,5890,Competitor made better offer,0.2928390520058403,0,Low,1,Low-Spend Stable,5.997359359209685,-1.7880822988412937,Standard,1724.8220163143994,0.0,0.7387476927445691,Low,1841
7072-MBHEV,1,United States,California,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,Female,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No,0,50,2333,Attitude of support person,0.2926384872173261,0,Low,2,New High-Risk,-2.153493449584248,-0.985358085321878,Standard,682.7255906780218,0.0,0.49410762459179325,Low,3564
5843-TTHGI,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,0,49,4952,Attitude of support person,0.2925956092876415,0,Low,2,New High-Risk,-0.9890263632048332,-2.987920166509763,Standard,1448.9334571924007,0.0,0.6803918784608831,Low,2252
2087-QAREY,1,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,No,0,53,5722,Attitude of support person,0.2924778072894465,0,Low,2,New High-Risk,-1.0258777051352448,-1.226356409092637,Standard,1673.5580133102128,0.0,0.7272469118273464,Low,1922
4661-NJEUX,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,No,0,52,5368,Attitude of support person,0.2923807170336081,0,Low,1,Low-Spend Stable,5.993115611052577,-1.8505348208847447,Standard,1569.4996890364082,0.0,0.7049552747408775,Low,2079
1215-FIGMP,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,Male,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0,35,6292,Attitude of support person,0.2922828470792659,0,Low,2,New High-Risk,-2.5270808505515574,0.2880940519870348,Standard,1839.0436738227409,0.0,0.7628851341757774,Low,1671
4646-QZXTF,1,United States,California,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,-121.503022,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,0,57,5928,Attitude of support person,0.2922683984395292,0,Low,0,Established High-Value,-0.8606602194486722,1.3084160397285178,Standard,1732.567065949529,0.0,0.7417293766860713,Low,1820
1240-KNSEZ,1,United States,California,San Diego,92127,"33.017518, -117.118456",33.017518,-117.118456,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,1,95,4933,Don't know,0.2922114909601019,0,Low,1,Low-Spend Stable,5.995586301633887,-1.906035553005792,Standard,1441.4792849061828,0.0,0.678262104216953,Low,2267
1000-AJSLD,1,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,1,70,4389,Competitor made better offer,0.2922114909601019,0,Low,1,Low-Spend Stable,5.999182537827338,-1.9757348162385835,Standard,1282.5162338238872,0.0,0.6400681527758058,Low,2536
5423-BHIXO,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,Female,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,0,43,4454,Attitude of support person,0.2921909534730454,0,Low,2,New High-Risk,-1.9883077451428108,-2.3145912097500765,Standard,1301.4185067689443,0.0,0.6461735056084055,Low,2493
